favourites_count,followers_count,statuses_count,friends_count,default_profile,default_profile_image,profile_use_background_image,utc_offset,listed_count,geo_enabled,lang,isFake
551,1388,49542,1233,,,1.0,7200.0,76,1.0,en,0.0
0,27,54,773,1.0,,1.0,,0,,en,1.0
1492,1214,6051,1989,,,1.0,43200.0,28,1.0,en,0.0
0,24,56,483,1.0,,1.0,,0,,en,1.0
1017,68,903,466,1.0,,1.0,,4,,en,0.0
17,49,973,191,,,1.0,19800.0,2,1.0,en,0.0
2781,449,6523,94,,,1.0,10800.0,2,1.0,en,0.0
3,32,252,606,,,1.0,43200.0,1,1.0,en,0.0
0,4,0,519,,,1.0,-14400.0,0,,es,1.0
0,10,17,251,1.0,,1.0,,0,,en,1.0
0,14,31,307,1.0,,1.0,,0,,en,1.0
0,5,2,583,1.0,,1.0,,0,,en,1.0
0,11,26,203,1.0,,1.0,,0,,en,1.0
701,278,3145,257,1.0,,1.0,,1,,en,0.0
0,19,21,235,1.0,,1.0,,0,,en,1.0
0,6,0,391,,,1.0,,0,,es,1.0
33,309,10107,13,,,1.0,-18000.0,0,,en,0.0
157,150,4019,256,1.0,,1.0,,1,1.0,en,0.0
0,13,0,611,1.0,,1.0,,0,,es,1.0
8275,23854,60296,20017,,,1.0,-21600.0,26,1.0,en,0.0
1900,399,9881,368,,,1.0,28800.0,0,1.0,en,0.0
0,9,33,298,1.0,,1.0,,0,,en,1.0
3168,970,28280,253,,,1.0,19800.0,2,1.0,en,0.0
0,1,3,42,1.0,,1.0,,0,,en,1.0
0,378,313032,132,1.0,,1.0,32400.0,10,,ja,0.0
8495,2508,17496,190,,,1.0,-10800.0,22,,en,0.0
0,6,18,204,1.0,,1.0,,0,,en,1.0
322,33,821,326,,,1.0,,1,,en,0.0
320,50,210,86,1.0,,1.0,,0,1.0,en,0.0
0,13,14,174,1.0,,1.0,,0,,en,1.0
248,215,16179,436,,,1.0,-25200.0,4,1.0,en,0.0
0,18,25,266,1.0,,1.0,,0,,en,1.0
603,644,13069,1326,1.0,,1.0,,14,1.0,en,0.0
0,1,1,12,1.0,,1.0,,0,,en,1.0
12200,1416,33118,401,1.0,,1.0,7200.0,8,1.0,en,0.0
73,10,254,14,1.0,,1.0,28800.0,0,,en,0.0
0,10,24,189,1.0,,1.0,,0,,en,1.0
0,12,22,196,1.0,,1.0,,0,,en,1.0
0,20,36,565,1.0,,1.0,,0,,en,1.0
0,2,1,20,1.0,,1.0,,0,,en,1.0
5522,345,10073,731,1.0,,1.0,-28800.0,0,1.0,en,0.0
0,11,22,193,1.0,,1.0,,0,,en,1.0
7904,2737,23036,2919,,,,,54,1.0,en,0.0
0,11,16,260,1.0,,1.0,,0,,en,1.0
0,2,2,15,1.0,,1.0,,0,,en,1.0
217,198,1017,1045,,,1.0,28800.0,2,,en,1.0
0,19,56,686,1.0,,1.0,,0,,en,1.0
16745,590,13234,585,,,1.0,43200.0,18,1.0,en,0.0
0,14,27,285,1.0,,1.0,,0,,en,1.0
0,0,0,0,1.0,,1.0,,0,,en,1.0
13,132,233,194,,,,7200.0,6,,en,0.0
858,392,5152,302,1.0,,1.0,,0,,en,0.0
21,30,80,351,1.0,,1.0,,0,,en-gb,0.0
19857,319,30062,198,,,,-25200.0,13,,en,0.0
0,10,15,168,1.0,,1.0,,0,,en,1.0
3,304,2885,189,1.0,,1.0,,0,1.0,en,0.0
10480,604,11840,305,,,1.0,-10800.0,0,1.0,en,0.0
0,17,0,993,1.0,,1.0,,0,,en,1.0
0,13,19,246,1.0,,1.0,,0,,en,1.0
1,60,135,511,,,1.0,-18000.0,0,,tr,1.0
0,6,21,206,1.0,,1.0,,0,,en,1.0
12164,325,2461,205,,,1.0,-7200.0,1,,en,0.0
0,7,17,248,1.0,,1.0,,0,,en,1.0
0,14,17,218,1.0,,1.0,,0,,en,1.0
3883,169,9374,188,1.0,,1.0,,3,,en,0.0
0,11,16,162,1.0,,1.0,,0,,en,1.0
10475,584,26504,329,1.0,,1.0,-18000.0,2,1.0,en,0.0
0,11,29,245,1.0,,1.0,,0,,en,1.0
0,14,22,205,1.0,,1.0,,0,,en,1.0
732,667,2725,1666,,,,-28800.0,2,,en,0.0
0,25,47,575,1.0,,1.0,,0,,en,1.0
1,19,19,247,1.0,,1.0,,0,,en,1.0
0,1,1,543,1.0,,1.0,,0,,es,1.0
0,13,35,275,1.0,,1.0,,0,,en,1.0
0,30,65,734,1.0,,1.0,,0,,en,1.0
0,0,6,19,1.0,,1.0,,0,,en,1.0
21005,823,10093,757,,,1.0,-14400.0,0,1.0,en,0.0
0,14,21,226,1.0,,1.0,,0,,en,1.0
0,13,25,258,1.0,,1.0,,0,,en,1.0
5235,201,12574,178,1.0,,1.0,-18000.0,1,1.0,en,0.0
1737,159,4925,106,,,1.0,28800.0,0,,en,0.0
3624,509,12946,381,1.0,,1.0,-21600.0,0,,en,0.0
929,559,12542,805,1.0,,1.0,,1,1.0,en,0.0
974,765,7801,975,,,1.0,-18000.0,16,1.0,en,0.0
0,25,28,269,1.0,,1.0,,0,,en,1.0
0,13,31,329,1.0,,1.0,,0,,en,1.0
5188,451,5261,406,,,1.0,28800.0,3,1.0,en,0.0
0,13,26,238,1.0,,1.0,,0,,en,1.0
1,99,574,197,1.0,,1.0,,8,,fr,0.0
3434,416,10158,298,,,1.0,,1,,en,0.0
15736,301,26002,153,,,,-25200.0,2,,en,0.0
2298,366,8401,304,,,1.0,,2,1.0,es,0.0
0,6,0,449,1.0,,1.0,,1,,fr,1.0
0,0,2,22,1.0,,1.0,,0,,en,1.0
5011,1341,54210,1971,,,1.0,3600.0,37,1.0,en,0.0
1739,221,6652,122,,,1.0,-25200.0,18,1.0,en,0.0
400,142,556,277,1.0,,1.0,,0,,en,0.0
12,3,551,708,1.0,,1.0,,0,,en,1.0
0,20,37,383,1.0,,1.0,,0,,en,1.0
30,72,1893,181,,,1.0,-25200.0,0,1.0,en,0.0
0,10,20,253,1.0,,1.0,,0,,en,1.0
2988,473,23663,457,,,1.0,7200.0,2,1.0,pl,0.0
4675,195,9053,135,,,1.0,-25200.0,1,1.0,en,0.0
653,44,1276,156,,,1.0,43200.0,2,1.0,en,0.0
983,429,1378,1989,1.0,,1.0,20700.0,6,1.0,en,0.0
266,852,3556,1754,,,1.0,,16,1.0,en,0.0
0,130,78,484,,,1.0,-32400.0,3,1.0,en,1.0
341,159,14009,182,,,1.0,28800.0,4,1.0,en,0.0
748,4794,25277,525,,,1.0,28800.0,59,1.0,en,0.0
6259,1272,15957,970,,,1.0,-21600.0,2,1.0,en,0.0
10395,35272,130705,35095,,,1.0,32400.0,186,1.0,ja,0.0
8207,446,7850,388,,,,-25200.0,0,1.0,en,0.0
396,285,10532,341,,,1.0,-36000.0,0,,en,0.0
180,73,217,212,1.0,,1.0,-14400.0,1,,en,0.0
1102,522,2216,793,1.0,,1.0,,4,,en,0.0
0,8,25,200,1.0,,1.0,,0,,en,1.0
70,58,676,178,,,1.0,-36000.0,0,,en,0.0
1114,253,14987,373,,,1.0,28800.0,0,1.0,en,0.0
168,23,104,26,1.0,,1.0,,1,,en,0.0
2220,2340,19452,302,,,1.0,-28800.0,1,1.0,en,0.0
0,11,31,242,1.0,,1.0,,0,,en,1.0
0,8,19,235,1.0,,1.0,,0,,en,1.0
0,12,26,278,1.0,,1.0,,0,,en,1.0
9971,4698,32501,2035,,,1.0,-25200.0,2,,en,0.0
8380,3420,27226,1519,,,1.0,28800.0,181,1.0,en,0.0
998,159,7964,154,1.0,,1.0,,3,1.0,en,0.0
159,80,7364,400,,,1.0,-18000.0,4,1.0,en,0.0
0,13,47,366,1.0,,1.0,,0,,en,1.0
2874,456,17566,274,,,1.0,-14400.0,0,1.0,en,0.0
0,6,19,262,1.0,,1.0,,0,,en,1.0
2042,973,4558,1165,,,1.0,-28800.0,41,,en,0.0
0,2,4,442,1.0,,1.0,,0,,en,1.0
0,20,31,295,1.0,,1.0,,0,,en,1.0
0,11,19,503,,,1.0,,0,1.0,tr,1.0
0,3,0,551,1.0,,1.0,,0,,ru,1.0
8937,176,10542,355,,,1.0,-25200.0,4,,en,0.0
0,13,26,234,1.0,,1.0,,0,,en,1.0
0,7,22,199,1.0,,1.0,,0,,en,1.0
311,62,2790,103,,,,,1,,en,0.0
0,12,27,312,1.0,,1.0,,0,,en,1.0
806,350,1560,106,1.0,,1.0,,35,,en,0.0
0,14,27,289,1.0,,1.0,,0,,en,1.0
1,9,20,187,1.0,,1.0,,0,,en,1.0
0,4,5,615,1.0,,1.0,,0,,pt,1.0
2358,144,2916,115,,,1.0,28800.0,2,,en,0.0
0,21,70,843,1.0,,1.0,,0,,en,1.0
3,11,50,614,1.0,,1.0,-21600.0,0,,it,1.0
49,79,1120,261,,,1.0,,2,,en,0.0
28,1641,31737,1692,,,1.0,-14400.0,9,1.0,en,0.0
0,16,39,277,1.0,,1.0,,0,,en,1.0
3425,1618,26645,1502,,,1.0,-25200.0,11,1.0,en,0.0
0,29,81,756,1.0,,1.0,,0,,en,1.0
116,160,2419,115,,,1.0,-28800.0,1,,en,0.0
5753,749,5081,779,1.0,,1.0,-25200.0,4,1.0,en,0.0
3123,653,12213,1416,1.0,,1.0,3600.0,10,,en,0.0
3,17,61,520,1.0,,1.0,,0,,en,1.0
0,10,23,339,1.0,,1.0,,0,,en,1.0
0,15,30,343,1.0,,1.0,,0,,en,1.0
0,11,19,211,1.0,,1.0,,0,,en,1.0
0,9,15,216,1.0,,1.0,,0,,en,1.0
0,6,19,229,1.0,,1.0,,0,,en,1.0
4960,822,19044,758,,,1.0,-18000.0,67,1.0,en,0.0
68,384,4614,320,,,1.0,,0,,en,0.0
106,978,16808,126,,,1.0,19800.0,8,1.0,en,0.0
0,3,1,512,,,1.0,,0,,en,1.0
0,15,30,321,1.0,,1.0,,0,,en,1.0
9,171,1174,57,,,1.0,-10800.0,5,,en,0.0
18372,191,29670,194,,,1.0,7200.0,1,,es,0.0
0,23,26,341,1.0,,1.0,,0,,en,1.0
0,24,49,538,1.0,,1.0,,0,,en,1.0
0,8,15,203,1.0,,1.0,,0,,en,1.0
0,17,35,313,1.0,,1.0,,0,,en,1.0
3,15,76,364,,,1.0,-14400.0,0,,pt,1.0
0,21,44,614,1.0,,1.0,,0,,en,1.0
0,8,19,219,1.0,,1.0,,0,,en,1.0
0,17,25,377,1.0,,1.0,,0,,en,1.0
14114,1299,38625,1164,,,1.0,-21600.0,12,1.0,en,0.0
0,14,25,302,1.0,,1.0,,0,,en,1.0
0,13,35,221,1.0,,1.0,,0,,en,1.0
7528,432,14829,315,,,,-18000.0,1,1.0,en,0.0
0,23,40,389,1.0,,1.0,,0,,en,1.0
10758,665,3291,96,,,,28800.0,2,1.0,en,0.0
51105,826,43988,346,,,1.0,-25200.0,6,1.0,en,0.0
0,13,18,260,1.0,,1.0,,0,,en,1.0
10,7,32,561,1.0,,1.0,,0,,en,1.0
0,18,54,456,1.0,,1.0,,0,,en,1.0
38,448,38242,350,,,1.0,43200.0,32,1.0,en,0.0
0,5,16,203,1.0,,1.0,,0,,en,1.0
413,237,12386,187,,,1.0,-14400.0,3,1.0,en,0.0
291,359,5232,409,1.0,,1.0,28800.0,0,1.0,en,0.0
0,23,56,565,1.0,,1.0,,0,,en,1.0
0,7,21,200,1.0,,1.0,,0,,en,1.0
0,23,40,407,1.0,,1.0,,0,,en,1.0
1193,435,5361,375,1.0,,1.0,,0,,en,0.0
12,5,111,571,,,1.0,,0,,en,1.0
178,76,1015,52,,,1.0,28800.0,0,1.0,en,0.0
1,13,14,193,1.0,,1.0,,0,,en,1.0
6682,5363,43671,667,,,1.0,-10800.0,88,1.0,en,0.0
0,12,21,252,1.0,,1.0,,0,,en,1.0
351,150,216,125,1.0,,1.0,,0,,en,0.0
20,21,81,118,,,1.0,,0,1.0,es,0.0
0,14,38,315,1.0,,1.0,,0,,en,1.0
0,81,3886,218,1.0,1.0,1.0,-14400.0,4,1.0,en,0.0
0,33,107,1002,1.0,,1.0,,0,,en,1.0
0,26,6,444,1.0,,1.0,-10800.0,0,,pt,1.0
0,12,26,226,1.0,,1.0,,0,,en,1.0
5447,309,2675,470,,,1.0,,0,1.0,en,0.0
4612,820,9840,588,,,,-14400.0,0,1.0,en,0.0
10165,621,3733,437,1.0,,1.0,,0,,en,0.0
0,13,15,214,1.0,,1.0,,0,,en,1.0
0,12,16,196,1.0,,1.0,,0,,en,1.0
2603,393,6039,775,,,,-14400.0,17,1.0,en,0.0
0,11,30,228,1.0,,1.0,,0,,en,1.0
0,13,20,196,1.0,,1.0,,0,,en,1.0
0,19,50,543,1.0,,1.0,,0,,en,1.0
0,8,17,206,1.0,,1.0,,0,,en,1.0
2616,205,8019,191,1.0,,1.0,,0,1.0,en,0.0
309,101,1749,438,,,1.0,,2,1.0,en,0.0
0,15,46,399,1.0,,1.0,,0,,en,1.0
8,59,39,962,,,1.0,0.0,0,,it,1.0
0,11,22,246,1.0,,1.0,,0,,en,1.0
0,8,20,195,1.0,,1.0,,0,,en,1.0
3951,2407,11749,526,,,1.0,,36,,en,0.0
0,19,59,594,1.0,,1.0,,0,,en,1.0
153,879,15525,667,,,1.0,-18000.0,5,,en,0.0
1056,197,7688,206,1.0,,1.0,,1,1.0,en,0.0
1321,2495,30560,2745,,,1.0,-25200.0,57,,en,0.0
4738,1003,38975,512,,,1.0,28800.0,6,1.0,en,0.0
14166,1940,52423,305,,,1.0,10800.0,180,1.0,en,0.0
165,342,5439,95,,,1.0,-25200.0,12,,en,0.0
0,12,45,638,1.0,,1.0,,0,,en,1.0
2295,398,5852,584,,,1.0,,1,1.0,en,0.0
655,319,2034,469,,,,-18000.0,4,,en,0.0
730,236,1079,401,,,1.0,-25200.0,0,,en,0.0
1512,155,865,868,1.0,,1.0,,0,1.0,en,0.0
0,1,4,45,1.0,,1.0,,0,,en,1.0
2751,108,2540,30,,,1.0,-14400.0,0,1.0,en,0.0
5892,3750,28629,1093,,,,-10800.0,24,,en,0.0
0,25,51,623,1.0,,1.0,,0,,en,1.0
2,8,19,204,1.0,,1.0,,0,,en,1.0
22,89,5003,120,,,1.0,-18000.0,0,,en,0.0
1773,931,6804,1385,1.0,,1.0,,2,1.0,en,0.0
0,13,34,330,1.0,,1.0,,0,,en,1.0
0,9,11,188,,,1.0,-18000.0,1,,en,1.0
98,81,460,345,1.0,,1.0,28800.0,2,1.0,en,0.0
0,8,18,173,1.0,,1.0,,0,,en,1.0
5424,335,5378,362,,,1.0,-18000.0,0,1.0,en,0.0
0,15,21,236,1.0,,1.0,,0,,en,1.0
0,23,70,603,1.0,,1.0,,0,,en,1.0
138,208,1408,866,,,1.0,-21600.0,0,1.0,es,1.0
170,23,988,299,,,1.0,28800.0,4,,en,0.0
3079,41442,16064,4967,,,1.0,-25200.0,80,,en,0.0
0,5,21,232,1.0,,1.0,,0,,en,1.0
8577,1592,41569,359,,,1.0,28800.0,15,1.0,en,0.0
0,0,4,36,1.0,,1.0,,0,,en,1.0
116,1829,3647,869,1.0,,1.0,7200.0,98,,en,0.0
0,14,60,592,1.0,,1.0,,0,,en,1.0
1600,555,25931,365,,,1.0,,2,,en,0.0
0,23,65,590,1.0,,1.0,,0,,en,1.0
657,69,1355,533,,,,-25200.0,0,,en,0.0
1430,170,6700,169,1.0,,1.0,,1,,en,0.0
0,12,24,260,1.0,,1.0,,0,,en,1.0
381,408,15767,411,,,1.0,-25200.0,2,1.0,en,0.0
0,16,20,267,1.0,,1.0,,0,,en,1.0
2,23,16,473,1.0,,1.0,,0,,en,1.0
0,8,17,231,1.0,,1.0,,0,,en,1.0
9136,391,6569,147,,,1.0,,0,1.0,en,0.0
0,22,53,544,1.0,,1.0,,0,,en,1.0
0,19,55,527,1.0,,1.0,,0,,en,1.0
59,123,666,702,1.0,,1.0,28800.0,3,1.0,en,0.0
12271,1187,46586,2002,1.0,,1.0,-14400.0,39,1.0,en,0.0
0,20,42,349,1.0,,1.0,,0,,en,1.0
6908,1324,10666,717,,,1.0,-25200.0,1,1.0,en,0.0
778,667,4494,1120,1.0,,1.0,,24,1.0,en,0.0
0,3,21,188,1.0,,1.0,,0,,en,1.0
5753,1299,27257,1108,,,1.0,-18000.0,2,1.0,en,0.0
829,1787,15813,838,,,1.0,-18000.0,87,,en,0.0
234,449,5332,369,,,,-16200.0,7,,es,0.0
8574,293,140388,289,,,1.0,-14400.0,6,,en,0.0
0,15,24,217,1.0,,1.0,,0,,en,1.0
0,8,0,427,1.0,,1.0,25200.0,0,,en,1.0
0,9,2,936,1.0,,1.0,,0,,en,1.0
1,17,489,636,,,1.0,0.0,0,,en,1.0
0,15,52,543,1.0,,1.0,,0,,en,1.0
1071,1002,126607,506,,,1.0,-14400.0,13,,en,0.0
3,3,10,412,1.0,,1.0,-25200.0,0,1.0,es,1.0
252,178,2364,224,,,1.0,28800.0,3,1.0,en,0.0
11,2,34,584,1.0,,1.0,,0,,ru,1.0
0,20,37,300,1.0,,1.0,,0,,en,1.0
0,15,30,267,1.0,,1.0,,0,,en,1.0
1,6,29,550,1.0,,1.0,,0,1.0,es,1.0
0,17,21,362,1.0,,1.0,,0,,en,1.0
2501,577,3822,582,1.0,,1.0,-25200.0,2,1.0,en,0.0
402,16100,55940,261,,,1.0,19800.0,189,1.0,en,0.0
4278,466,22017,386,,,,28800.0,2,1.0,en,0.0
59,1242,4156,1999,,,1.0,7200.0,3,,en,0.0
1,3,4,574,1.0,,1.0,,0,,en,1.0
28547,224,34479,470,,,1.0,,16,1.0,en,0.0
0,9,20,213,1.0,,1.0,,0,,en,1.0
1696,234,13752,45,,,1.0,10800.0,5,,en,0.0
0,23,55,548,1.0,,1.0,,0,,en,1.0
191,206,283,662,1.0,,1.0,,0,1.0,en,0.0
620,784,1645,508,,,,-18000.0,7,1.0,en,0.0
0,11,24,194,1.0,,1.0,,0,,en,1.0
0,9,14,218,1.0,,1.0,,0,,en,1.0
0,21,37,337,1.0,,1.0,,0,,en,1.0
8478,333,8260,324,,,1.0,-10800.0,3,1.0,en,0.0
0,7,17,242,1.0,,1.0,,0,,en,1.0
4529,8588,74003,6724,,,1.0,28800.0,41,1.0,en,0.0
0,1,3,39,1.0,,1.0,,0,,en,1.0
9355,943,46272,750,,,1.0,-21600.0,3,,en,0.0
0,22,29,278,1.0,,1.0,,0,,en,1.0
0,1,11,534,1.0,,1.0,,0,,es,1.0
4763,151,20861,71,,,1.0,-10800.0,1,,pt,0.0
72,65,154,52,1.0,,1.0,,0,,en,0.0
9310,491,18263,886,,,1.0,,16,1.0,en,0.0
0,0,20,234,1.0,,1.0,,0,,en,1.0
0,19,30,304,1.0,,1.0,,0,,en,1.0
929,111,666,118,1.0,,1.0,,0,1.0,en,0.0
0,1,3,44,1.0,,1.0,,0,,en,1.0
663,396,2401,585,,,1.0,-18000.0,24,,en,0.0
333,1702,3841,227,,,1.0,28800.0,6,1.0,en,0.0
0,16,41,451,1.0,,1.0,,0,,en,1.0
1035,302,2541,366,,,1.0,19800.0,2,1.0,en,0.0
3786,1280,15595,1985,,,1.0,-21600.0,5,,en,0.0
0,7,5,621,,,1.0,,0,,en,1.0
0,12,12,373,,,1.0,-10800.0,0,,en,1.0
214,295,3737,286,1.0,,1.0,,3,1.0,en,0.0
710,18,649,62,1.0,1.0,1.0,32400.0,0,1.0,en,0.0
15478,329,7243,956,1.0,,1.0,,11,,en,0.0
2392,307,27401,281,,,,-14400.0,2,1.0,en,0.0
621,116,552,379,,,1.0,-25200.0,3,,en,0.0
2,4,240,527,1.0,,1.0,,0,,en,1.0
0,20,46,534,1.0,,1.0,,0,,en,1.0
54,244,9984,380,,,1.0,-10800.0,3,1.0,en,0.0
14514,359,5816,441,,,,,1,1.0,en,0.0
39,32,104,123,1.0,,1.0,,0,,en,0.0
107,8,86,43,,,1.0,19800.0,0,,en,0.0
681,423,10523,453,1.0,,1.0,,0,1.0,en,0.0
4243,1207,2568,138,1.0,,1.0,19800.0,9,1.0,en,0.0
11,11,10,444,,,1.0,-25200.0,0,,es,1.0
363,180,2204,158,1.0,,1.0,,0,,en,0.0
0,21,45,491,1.0,,1.0,,0,,en,1.0
92,26,378,180,1.0,,1.0,7200.0,2,1.0,en,0.0
13,76,10576,92,,,1.0,,0,1.0,en,0.0
676,136,3754,262,,,1.0,7200.0,13,1.0,es,0.0
445,108,2826,106,,,,-25200.0,2,1.0,en,0.0
812,387,11539,1108,1.0,,1.0,-14400.0,17,,en,0.0
0,6,11,305,,,1.0,,0,,en,1.0
0,26,63,532,1.0,,1.0,,0,,en,1.0
3972,330,2660,485,1.0,,1.0,32400.0,5,1.0,ja,0.0
0,8,14,194,1.0,,1.0,,0,,en,1.0
6670,895,14761,540,,,1.0,-25200.0,0,,en,0.0
2935,275,5361,171,,,1.0,28800.0,1,1.0,en,0.0
0,15,17,194,1.0,,1.0,,0,,en,1.0
1193,2295,44370,592,,,1.0,-14400.0,31,1.0,en,0.0
0,0,4,28,1.0,,1.0,,0,,en,1.0
0,10,20,237,1.0,,1.0,,0,,en,1.0
6122,415,5376,228,,,1.0,-14400.0,0,1.0,en,0.0
0,6,12,169,1.0,,1.0,-10800.0,0,,pt,1.0
0,14,20,211,1.0,,1.0,,0,,en,1.0
453,389,9207,107,,,,-25200.0,2,1.0,en,0.0
0,17,14,172,1.0,,1.0,,0,,en,1.0
495,347,22251,433,,,1.0,-18000.0,3,,en,0.0
16,7,330,577,1.0,,1.0,10800.0,0,,ru,1.0
0,21,32,326,1.0,,1.0,,0,,en,1.0
12,6,455,397,1.0,,1.0,10800.0,0,,en,1.0
2272,759,72221,299,,,1.0,32400.0,53,,en,0.0
0,18,29,318,1.0,,1.0,,0,,en,1.0
1768,361,25655,983,,,,-25200.0,10,1.0,en,0.0
0,10,18,201,1.0,,1.0,,0,,en,1.0
1,5,23,245,1.0,,1.0,,0,,en,1.0
7921,363,15605,282,1.0,,1.0,,1,1.0,en,0.0
1467,552,6212,737,1.0,,1.0,,0,,en,0.0
56528,436,12171,773,,,1.0,-28800.0,3,1.0,en,0.0
0,14,20,254,1.0,,1.0,,0,,en,1.0
0,7,1,577,1.0,,1.0,,0,,ru,1.0
3271,230,8890,222,1.0,,1.0,-14400.0,2,,en,0.0
691,798,25217,408,,,1.0,-14400.0,2,1.0,en,0.0
0,13,28,247,1.0,,1.0,,0,,en,1.0
2445,56,2910,68,,,,,2,1.0,en,0.0
0,9,14,211,1.0,,1.0,,0,,en,1.0
33011,450,58333,277,1.0,,1.0,,10,1.0,en,0.0
0,18,36,338,1.0,,1.0,,0,,en,1.0
4560,170,4202,230,1.0,,1.0,,0,1.0,en,0.0
0,6,3,422,,,1.0,-21600.0,0,,es,1.0
24,351,25177,135,,,1.0,-18000.0,1,1.0,en,0.0
0,6,12,175,1.0,,1.0,,0,,en,1.0
1,12,2,545,1.0,,1.0,,0,,es,1.0
325,185,2320,321,,,1.0,,11,,en,0.0
296,66,1505,108,,,1.0,-25200.0,3,,en,0.0
32,46,43,183,1.0,,1.0,,0,,en,0.0
9,15,28,591,,,1.0,,0,,es,1.0
13120,2233,72393,999,,,1.0,-18000.0,5,1.0,en,0.0
0,18,33,266,1.0,,1.0,,0,,en,1.0
6309,1504,12865,1314,,,1.0,19800.0,14,,en,0.0
2493,465,2509,235,,,1.0,-25200.0,0,1.0,en,0.0
0,11,41,370,1.0,,1.0,,0,,en,1.0
0,12,37,290,1.0,,1.0,,0,,en,1.0
0,9,20,212,1.0,,1.0,,0,,en,1.0
6043,96,2545,127,,,,-25200.0,1,,en,0.0
15593,10200,22067,10070,,,1.0,-25200.0,62,1.0,en,0.0
0,2,11,603,1.0,,1.0,,0,,es,1.0
0,13,14,200,1.0,,1.0,,0,,en,1.0
0,14,24,259,1.0,,1.0,,0,,en,1.0
426,56,252,140,1.0,,1.0,,0,,en,0.0
8825,1738,8295,1837,1.0,,1.0,,5,1.0,en,0.0
11857,280,11182,285,1.0,,1.0,,3,,en,0.0
115,1048,1352,2000,,,,-25200.0,8,,en,0.0
0,16,23,254,1.0,,1.0,,0,,en,1.0
519,33,139,40,,,,-14400.0,2,,en,0.0
0,11,18,238,1.0,,1.0,,0,,en,1.0
4,40,80,625,1.0,,1.0,3600.0,0,,es,1.0
0,19,27,272,1.0,,1.0,,0,,en,1.0
0,9,19,201,1.0,,1.0,,0,,en,1.0
0,15,20,353,1.0,,1.0,,0,,en,1.0
719,246,1893,172,1.0,,1.0,,0,1.0,en,0.0
0,17,56,684,1.0,,1.0,,0,,en,1.0
11456,312,6359,195,,,,-25200.0,0,1.0,en,0.0
0,12,20,194,1.0,,1.0,,0,,en,1.0
1815,330,5144,71,,,,-14400.0,3,1.0,en,0.0
789,1333,63771,826,,,1.0,-28800.0,2,,en,0.0
0,12,18,233,1.0,,1.0,,0,,en,1.0
0,12,49,366,1.0,,1.0,,0,,en,1.0
1,16,21,263,1.0,,1.0,,0,,en,1.0
0,16,92,524,,,1.0,3600.0,0,1.0,en,1.0
0,13,1,598,1.0,,1.0,,0,,en,1.0
4567,170,9240,143,1.0,,1.0,,2,1.0,en,0.0
0,13,31,287,1.0,,1.0,,0,,en,1.0
298,448,6540,409,,,1.0,28800.0,0,,en,0.0
123,26,189,111,,,,,0,,en,0.0
2,8,22,191,1.0,,1.0,,0,,en,1.0
0,13,19,281,1.0,,1.0,,0,,en,1.0
60,153,3645,35,,,1.0,28800.0,24,1.0,en,0.0
0,18,51,548,1.0,,1.0,,0,,en,1.0
0,1,3,42,1.0,,1.0,,0,,en,1.0
2646,42,4591,24,,,1.0,,2,1.0,en,0.0
0,11,15,236,1.0,,1.0,,0,,en,1.0
1,23,18,603,,,1.0,-18000.0,0,,es,1.0
0,15,17,220,1.0,,1.0,,0,,en,1.0
0,13,29,273,1.0,,1.0,,0,,en,1.0
1,15,3,722,1.0,,1.0,,0,,en,1.0
138,73,1061,394,,,,-18000.0,1,1.0,en,0.0
254,1118,7727,755,,,1.0,-18000.0,3,,en,0.0
6079,362,16487,243,,,,28800.0,3,1.0,en,0.0
587,334,1876,912,,,1.0,,0,1.0,en,0.0
1720,424,1603,491,,,1.0,-18000.0,0,,en,0.0
0,3,24,269,1.0,,1.0,,0,,en,1.0
0,2,2,606,1.0,,1.0,,0,,en,1.0
352,1487,25701,726,,,1.0,-25200.0,79,1.0,en,0.0
1,13,47,473,1.0,,1.0,,0,,en,1.0
3720,176,4519,229,,,,,1,1.0,en,0.0
0,16,37,227,1.0,,1.0,,0,,en,1.0
653,18,675,519,1.0,1.0,1.0,19800.0,0,,en,1.0
290,610,32805,591,,,,-18000.0,1,1.0,en,0.0
2179,210,261,693,1.0,,1.0,,2,1.0,en,0.0
29433,1398,213083,1975,,,1.0,-25200.0,59,1.0,en,0.0
0,10,34,415,1.0,,1.0,,0,,en,1.0
2497,8375,28400,503,,,,-25200.0,535,,en,0.0
0,1,3,33,1.0,,1.0,,0,,en,1.0
0,12,20,240,1.0,,1.0,,0,,en,1.0
2,13,19,455,,,1.0,-28800.0,1,,id,1.0
25911,3759,25780,1568,,,1.0,-14400.0,92,1.0,en,0.0
3808,2181,10266,1051,,,1.0,32400.0,3,1.0,en,0.0
42,5,107,569,,,1.0,,0,,en,1.0
0,11,14,187,1.0,,1.0,,0,,en,1.0
0,28,78,732,1.0,,1.0,,0,,en,1.0
24,471,18699,337,,,1.0,-25200.0,5,1.0,en,0.0
315,705,28412,333,,,,-25200.0,1,1.0,en,0.0
0,13,25,249,1.0,,1.0,,0,,en,1.0
0,12,20,194,1.0,,1.0,,0,,en,1.0
811,369,1314,1223,1.0,,1.0,-25200.0,2,1.0,en,0.0
1130,417,9561,258,,,1.0,-14400.0,0,1.0,en,0.0
6836,266,14253,166,,,1.0,-25200.0,0,1.0,en,0.0
3209,51,539,165,,,,,0,,es,0.0
